Player,Score,Wrong,Total_questions,Accuracy,Difficulty,Date,Completed
RandomBot10,7,3,10,0.7,hard,2025-07-02 15:22:34,True
RandomBot10,6,4,10,0.6,easy,2025-07-02 15:22:35,True
RandomBot17,6,4,10,0.6,hard,2025-07-02 15:22:35,True
RandomBot12,8,2,9,0.89,medium,2025-07-02 15:22:36,True
RandomBot2,6,4,10,0.6,hard,2025-07-02 15:22:36,True
RandomBot4,8,2,10,0.8,easy,2025-07-02 15:22:37,True
RandomBot8,4,6,9,0.44,easy,2025-07-02 15:22:37,True
RandomBot9,9,1,9,1.0,hard,2025-07-02 15:22:38,True
RandomBot2,8,2,10,0.8,hard,2025-07-02 15:22:38,True
RandomBot14,5,3,8,0.62,medium,2025-07-02 15:22:39,False
RandomBot16,6,4,9,0.67,hard,2025-07-02 15:22:39,True
RandomBot2,7,3,9,0.78,hard,2025-07-02 15:22:40,True
RandomBot11,6,4,8,0.75,hard,2025-07-02 15:22:40,True
RandomBot7,7,3,9,0.78,hard,2025-07-02 15:22:41,True
RandomBot7,8,2,10,0.8,easy,2025-07-02 15:22:41,True
RandomBot3,8,2,10,0.8,medium,2025-07-02 15:22:42,True
RandomBot11,5,5,8,0.62,hard,2025-07-02 15:22:42,True
RandomBot9,9,1,8,1.12,easy,2025-07-02 15:22:43,True
RandomBot2,8,2,10,0.8,easy,2025-07-02 15:22:43,True
RandomBot5,9,1,9,1.0,easy,2025-07-02 15:22:44,True
RandomBot10,7,3,9,0.78,medium,2025-07-02 15:22:44,True
RandomBot19,8,2,9,0.89,medium,2025-07-02 15:22:45,True
RandomBot1,9,1,10,0.9,medium,2025-07-02 15:22:45,True
RandomBot6,5,5,9,0.56,hard,2025-07-02 15:22:46,True
RandomBot7,6,4,10,0.6,hard,2025-07-02 15:22:46,True
RandomBot9,7,3,10,0.7,hard,2025-07-02 15:22:47,True
RandomBot12,8,2,9,0.89,medium,2025-07-02 15:22:47,True
RandomBot9,3,3,6,0.5,medium,2025-07-02 15:22:48,False
RandomBot17,7,3,10,0.7,hard,2025-07-02 15:22:48,True
RandomBot4,3,7,10,0.3,easy,2025-07-02 15:22:49,True
RandomBot1,8,2,10,0.8,easy,2025-07-02 15:22:49,True
RandomBot9,8,2,10,0.8,medium,2025-07-02 15:22:50,True
RandomBot3,6,4,10,0.6,hard,2025-07-02 15:22:51,True
RandomBot14,9,1,9,1.0,hard,2025-07-02 15:22:51,True
RandomBot4,5,5,10,0.5,hard,2025-07-02 15:22:52,True
RandomBot7,6,4,10,0.6,hard,2025-07-02 15:22:52,True
RandomBot7,5,5,9,0.56,easy,2025-07-02 15:22:53,True
RandomBot15,1,3,4,0.25,medium,2025-07-02 15:22:53,False
RandomBot12,9,1,10,0.9,medium,2025-07-02 15:22:53,True
RandomBot16,6,4,10,0.6,easy,2025-07-02 15:22:54,True
RandomBot7,8,2,10,0.8,easy,2025-07-02 15:22:55,True
RandomBot7,6,4,10,0.6,easy,2025-07-02 15:22:55,True
RandomBot3,5,3,8,0.62,medium,2025-07-02 15:22:56,False
RandomBot8,8,2,9,0.89,easy,2025-07-02 15:22:56,True
RandomBot14,8,2,10,0.8,easy,2025-07-02 15:22:57,True
RandomBot12,1,3,3,0.33,medium,2025-07-02 15:22:57,False
RandomBot17,5,5,10,0.5,hard,2025-07-02 15:22:57,True
RandomBot10,8,2,10,0.8,hard,2025-07-02 15:22:58,True
RandomBot9,7,3,9,0.78,hard,2025-07-02 15:22:58,True
RandomBot1,7,3,10,0.7,hard,2025-07-02 15:22:59,True
RandomBot18,6,4,8,0.75,easy,2025-07-02 15:22:59,True
RandomBot4,9,1,9,1.0,easy,2025-07-02 15:23:00,True
RandomBot15,5,3,8,0.62,medium,2025-07-02 15:23:00,False
RandomBot4,6,4,10,0.6,easy,2025-07-02 15:23:01,True
RandomBot5,6,4,9,0.67,hard,2025-07-02 15:23:01,True
RandomBot16,9,1,10,0.9,easy,2025-07-02 15:23:02,True
RandomBot10,9,1,10,0.9,easy,2025-07-02 15:23:03,True
RandomBot19,8,2,9,0.89,hard,2025-07-02 15:23:03,True
RandomBot16,4,6,10,0.4,easy,2025-07-02 15:23:04,True
RandomBot13,6,3,9,0.67,medium,2025-07-02 15:23:04,False
RandomBot1,4,6,10,0.4,easy,2025-07-02 15:23:05,True
RandomBot6,8,2,9,0.89,medium,2025-07-02 15:23:05,True
RandomBot11,6,3,8,0.75,medium,2025-07-02 15:23:06,False
RandomBot2,8,2,10,0.8,medium,2025-07-02 15:23:06,True
RandomBot18,9,1,9,1.0,easy,2025-07-02 15:23:07,True
RandomBot19,5,5,9,0.56,easy,2025-07-02 15:23:07,True
RandomBot20,3,3,6,0.5,medium,2025-07-02 15:23:07,False
RandomBot20,6,4,8,0.75,easy,2025-07-02 15:23:08,True
RandomBot8,7,3,10,0.7,hard,2025-07-02 15:23:08,True
RandomBot17,6,4,9,0.67,easy,2025-07-02 15:23:09,True
RandomBot12,7,3,10,0.7,easy,2025-07-02 15:23:10,True
RandomBot15,9,1,9,1.0,medium,2025-07-02 15:23:10,True
RandomBot10,6,4,10,0.6,hard,2025-07-02 15:23:11,True
RandomBot6,8,2,9,0.89,medium,2025-07-02 15:23:11,True
RandomBot8,9,1,10,0.9,easy,2025-07-02 15:23:12,True
RandomBot1,9,1,9,1.0,medium,2025-07-02 15:23:12,True
RandomBot1,7,3,10,0.7,easy,2025-07-02 15:23:13,True
RandomBot4,6,4,10,0.6,hard,2025-07-02 15:23:13,True
RandomBot1,6,3,9,0.67,medium,2025-07-02 15:23:14,False
RandomBot17,7,3,10,0.7,medium,2025-07-02 15:23:14,True
RandomBot9,6,4,8,0.75,hard,2025-07-02 15:23:15,True
RandomBot8,8,2,9,0.89,easy,2025-07-02 15:23:15,True
RandomBot17,2,3,4,0.5,medium,2025-07-02 15:23:15,False
RandomBot8,6,4,10,0.6,easy,2025-07-02 15:23:16,True
RandomBot2,7,3,9,0.78,hard,2025-07-02 15:23:16,True
RandomBot2,9,1,10,0.9,hard,2025-07-02 15:23:17,True
RandomBot5,7,3,9,0.78,easy,2025-07-02 15:23:17,True
RandomBot15,8,2,10,0.8,hard,2025-07-02 15:23:18,True
RandomBot1,7,3,9,0.78,hard,2025-07-02 15:23:19,True
RandomBot15,4,3,7,0.57,medium,2025-07-02 15:23:19,False
RandomBot20,6,4,9,0.67,hard,2025-07-02 15:23:19,True
RandomBot3,9,1,8,1.12,medium,2025-07-02 15:23:20,True
RandomBot18,6,4,9,0.67,hard,2025-07-02 15:23:20,True
RandomBot1,7,3,10,0.7,medium,2025-07-02 15:23:21,True
RandomBot6,4,3,7,0.57,medium,2025-07-02 15:23:21,False
RandomBot20,9,1,10,0.9,hard,2025-07-02 15:23:22,True
RandomBot10,9,1,9,1.0,hard,2025-07-02 15:23:22,True
RandomBot11,8,2,9,0.89,hard,2025-07-02 15:23:23,True
RandomBot7,8,2,10,0.8,medium,2025-07-02 15:23:23,True
RandomBot7,5,5,10,0.5,hard,2025-07-02 15:23:24,True
RandomBot12,7,3,9,0.78,easy,2025-07-02 15:23:24,True
RandomBot3,8,2,10,0.8,medium,2025-07-02 15:23:25,True
RandomBot7,6,4,9,0.67,hard,2025-07-02 15:23:26,True
RandomBot1,4,6,10,0.4,hard,2025-07-02 15:23:26,True
RandomBot18,7,3,10,0.7,hard,2025-07-02 15:23:27,True
RandomBot10,9,1,9,1.0,easy,2025-07-02 15:23:27,True
RandomBot3,9,1,10,0.9,medium,2025-07-02 15:23:28,True
RandomBot18,5,5,10,0.5,easy,2025-07-02 15:23:28,True
RandomBot2,7,3,10,0.7,hard,2025-07-02 15:23:29,True
RandomBot13,4,6,10,0.4,easy,2025-07-02 15:23:29,True
RandomBot5,8,2,10,0.8,easy,2025-07-02 15:23:30,True
RandomBot16,9,1,10,0.9,easy,2025-07-02 15:23:30,True
RandomBot19,3,3,6,0.5,medium,2025-07-02 15:23:31,False
RandomBot2,9,1,9,1.0,hard,2025-07-02 15:23:31,True
RandomBot16,6,4,9,0.67,easy,2025-07-02 15:23:32,True
RandomBot12,9,1,10,0.9,medium,2025-07-02 15:23:32,True
RandomBot16,8,2,9,0.89,hard,2025-07-02 15:23:33,True
RandomBot15,7,3,10,0.7,hard,2025-07-02 15:23:33,True
RandomBot11,6,3,9,0.67,medium,2025-07-02 15:23:34,False
RandomBot12,9,1,9,1.0,medium,2025-07-02 15:23:34,True
RandomBot1,9,1,10,0.9,easy,2025-07-02 15:23:35,True
RandomBot4,8,2,10,0.8,hard,2025-07-02 15:23:35,True
RandomBot16,7,3,9,0.78,medium,2025-07-02 15:23:36,True
RandomBot10,8,2,10,0.8,medium,2025-07-02 15:23:37,True
RandomBot4,7,3,10,0.7,easy,2025-07-02 15:23:37,True
RandomBot3,9,1,8,1.12,medium,2025-07-02 15:23:38,True
RandomBot11,9,1,10,0.9,medium,2025-07-02 15:23:38,True
RandomBot5,6,4,10,0.6,hard,2025-07-02 15:23:39,True
RandomBot15,3,7,10,0.3,hard,2025-07-02 15:23:39,True
RandomBot14,6,4,9,0.67,hard,2025-07-02 15:23:40,True
RandomBot12,6,4,10,0.6,easy,2025-07-02 15:23:40,True
RandomBot1,2,3,5,0.4,medium,2025-07-02 15:23:41,False
RandomBot2,7,3,10,0.7,easy,2025-07-02 15:23:41,True
RandomBot15,7,3,10,0.7,easy,2025-07-02 15:23:42,True
RandomBot9,4,6,10,0.4,hard,2025-07-02 15:23:42,True
RandomBot10,6,4,8,0.75,easy,2025-07-02 15:23:43,True
RandomBot2,8,2,10,0.8,medium,2025-07-02 15:23:43,True
RandomBot19,10,0,9,1.11,easy,2025-07-02 15:23:44,True
RandomBot16,6,4,9,0.67,easy,2025-07-02 15:23:44,True
RandomBot11,9,1,10,0.9,hard,2025-07-02 15:23:45,True
RandomBot19,7,3,10,0.7,easy,2025-07-02 15:23:45,True
RandomBot2,7,3,10,0.7,medium,2025-07-02 15:23:46,True
RandomBot17,7,3,9,0.78,easy,2025-07-02 15:23:46,True
RandomBot9,8,2,9,0.89,medium,2025-07-02 15:23:47,True
RandomBot19,7,3,10,0.7,hard,2025-07-02 15:23:47,True
RandomBot15,7,3,9,0.78,easy,2025-07-02 15:23:48,True
RandomBot12,8,2,10,0.8,hard,2025-07-02 15:23:48,True
RandomBot6,2,3,5,0.4,medium,2025-07-02 15:23:49,False
RandomBot1,6,4,10,0.6,hard,2025-07-02 15:23:49,True
RandomBot7,7,3,10,0.7,easy,2025-07-02 15:23:50,True
RandomBot1,5,3,8,0.62,medium,2025-07-02 15:23:50,False
RandomBot18,5,5,10,0.5,easy,2025-07-02 15:23:51,True
RandomBot14,4,3,7,0.57,medium,2025-07-02 15:23:51,False
RandomBot14,6,4,9,0.67,hard,2025-07-02 15:23:52,True
RandomBot13,9,1,10,0.9,medium,2025-07-02 15:23:52,True
RandomBot12,8,2,9,0.89,hard,2025-07-02 15:23:53,True
RandomBot12,7,3,10,0.7,hard,2025-07-02 15:23:53,True
RandomBot2,4,3,7,0.57,medium,2025-07-02 15:23:54,False
RandomBot11,3,3,6,0.5,medium,2025-07-02 15:23:54,False
RandomBot11,3,7,9,0.33,easy,2025-07-02 15:23:55,True
RandomBot15,4,3,6,0.67,medium,2025-07-02 15:23:55,False
RandomBot2,8,2,8,1.0,easy,2025-07-02 15:23:55,True
RandomBot17,8,2,10,0.8,easy,2025-07-02 15:23:56,True
RandomBot9,9,1,9,1.0,medium,2025-07-02 15:23:56,True
RandomBot9,2,3,5,0.4,medium,2025-07-02 15:23:57,False
RandomBot6,7,3,10,0.7,easy,2025-07-02 15:23:57,True
RandomBot6,5,3,8,0.62,medium,2025-07-02 15:23:58,False
RandomBot19,5,5,10,0.5,easy,2025-07-02 15:23:58,True
RandomBot13,8,2,10,0.8,medium,2025-07-02 15:23:59,True
RandomBot13,7,3,9,0.78,easy,2025-07-02 15:23:59,True
RandomBot14,5,5,9,0.56,hard,2025-07-02 15:24:00,True
RandomBot17,4,3,7,0.57,medium,2025-07-02 15:24:00,False
RandomBot7,8,2,9,0.89,medium,2025-07-02 15:24:01,True
RandomBot1,7,3,10,0.7,hard,2025-07-02 15:24:01,True
RandomBot15,1,3,4,0.25,medium,2025-07-02 15:24:02,False
RandomBot8,8,2,9,0.89,medium,2025-07-02 15:24:02,True
RandomBot19,7,3,9,0.78,easy,2025-07-02 15:24:03,True
RandomBot9,4,3,7,0.57,medium,2025-07-02 15:24:03,False
RandomBot13,8,2,10,0.8,medium,2025-07-02 15:24:04,True
RandomBot5,6,4,10,0.6,easy,2025-07-02 15:24:04,True
RandomBot5,6,4,10,0.6,hard,2025-07-02 15:24:05,True
RandomBot18,7,3,9,0.78,easy,2025-07-02 15:24:05,True
RandomBot14,8,2,9,0.89,medium,2025-07-02 15:24:06,True
RandomBot4,6,4,10,0.6,hard,2025-07-02 15:24:06,True
RandomBot14,8,2,10,0.8,medium,2025-07-02 15:24:07,True
RandomBot6,4,6,10,0.4,hard,2025-07-02 15:24:07,True
RandomBot12,9,1,10,0.9,hard,2025-07-02 15:24:08,True
RandomBot9,8,2,10,0.8,hard,2025-07-02 15:24:09,True
RandomBot11,9,1,9,1.0,medium,2025-07-02 15:24:09,True
RandomBot7,3,3,6,0.5,medium,2025-07-02 15:24:09,False
RandomBot20,8,2,10,0.8,easy,2025-07-02 15:24:10,True
RandomBot20,8,2,10,0.8,hard,2025-07-02 15:24:11,True
RandomBot4,10,0,10,1.0,medium,2025-07-02 15:24:11,True
RandomBot10,8,2,10,0.8,medium,2025-07-02 15:24:12,True
RandomBot7,8,2,9,0.89,easy,2025-07-02 15:24:12,True
RandomBot17,6,4,10,0.6,easy,2025-07-02 15:24:13,True
RandomBot17,3,3,5,0.6,medium,2025-07-02 15:24:13,False
RandomBot1,8,2,10,0.8,easy,2025-07-02 15:24:14,True
RandomBot13,5,3,7,0.71,medium,2025-07-02 15:24:14,False
RandomBot10,7,3,10,0.7,hard,2025-07-02 15:24:15,True
RandomBot16,8,2,8,1.0,easy,2025-07-02 15:24:15,True
RandomBot20,8,2,10,0.8,medium,2025-07-02 15:24:16,True
RandomBot16,10,0,10,1.0,hard,2025-07-02 15:24:16,True
RandomBot20,4,6,10,0.4,hard,2025-07-02 15:24:17,True
RandomBot10,5,3,8,0.62,medium,2025-07-02 15:24:17,False
RandomBot3,7,3,10,0.7,easy,2025-07-02 15:24:18,True
RandomBot16,7,3,9,0.78,easy,2025-07-02 15:24:18,True
RandomBot8,9,1,9,1.0,easy,2025-07-02 15:24:19,True
RandomBot3,7,3,10,0.7,hard,2025-07-02 15:24:19,True
RandomBot7,8,2,9,0.89,medium,2025-07-02 15:24:20,True
RandomBot16,6,4,10,0.6,hard,2025-07-02 15:24:20,True
RandomBot9,9,1,10,0.9,easy,2025-07-02 15:24:21,True
RandomBot11,4,3,7,0.57,medium,2025-07-02 15:24:21,False
RandomBot5,7,3,10,0.7,hard,2025-07-02 15:24:22,True
RandomBot5,9,1,10,0.9,hard,2025-07-02 15:24:22,True
RandomBot15,2,3,5,0.4,medium,2025-07-02 15:24:23,False
RandomBot11,1,3,4,0.25,medium,2025-07-02 15:24:23,False
RandomBot14,8,2,10,0.8,easy,2025-07-02 15:24:24,True
RandomBot13,6,4,9,0.67,hard,2025-07-02 15:24:24,True
RandomBot4,6,4,10,0.6,easy,2025-07-02 15:24:25,True
RandomBot8,10,0,9,1.11,medium,2025-07-02 15:24:25,True
RandomBot7,8,2,10,0.8,medium,2025-07-02 15:24:26,True
RandomBot14,10,0,10,1.0,easy,2025-07-02 15:24:26,True
RandomBot10,6,4,9,0.67,hard,2025-07-02 15:24:27,True
RandomBot4,1,3,4,0.25,medium,2025-07-02 15:24:27,False
RandomBot19,9,1,9,1.0,hard,2025-07-02 15:24:28,True
RandomBot10,6,3,9,0.67,medium,2025-07-02 15:24:28,False
RandomBot19,6,4,10,0.6,easy,2025-07-02 15:24:29,True
RandomBot12,5,5,10,0.5,hard,2025-07-02 15:24:29,True
RandomBot4,5,5,9,0.56,hard,2025-07-02 15:24:30,True
RandomBot9,8,2,10,0.8,easy,2025-07-02 15:24:30,True
RandomBot4,9,1,10,0.9,hard,2025-07-02 15:24:31,True
RandomBot18,7,3,10,0.7,hard,2025-07-02 15:24:31,True
RandomBot6,8,2,10,0.8,easy,2025-07-02 15:24:32,True
RandomBot13,8,2,10,0.8,medium,2025-07-02 15:24:33,True
RandomBot9,8,2,9,0.89,hard,2025-07-02 15:24:33,True
RandomBot12,7,3,9,0.78,hard,2025-07-02 15:24:34,True
RandomBot4,5,5,10,0.5,easy,2025-07-02 15:24:34,True
RandomBot12,6,4,9,0.67,easy,2025-07-02 15:24:35,True
RandomBot5,4,3,7,0.57,medium,2025-07-02 15:24:35,False
RandomBot9,8,2,8,1.0,medium,2025-07-02 15:24:36,True
RandomBot17,7,3,10,0.7,medium,2025-07-02 15:24:36,True
RandomBot3,1,3,4,0.25,medium,2025-07-02 15:24:36,False
RandomBot5,7,3,10,0.7,hard,2025-07-02 15:24:37,True
RandomBot17,8,2,9,0.89,medium,2025-07-02 15:24:38,True
RandomBot9,6,4,10,0.6,hard,2025-07-02 15:24:38,True
RandomBot11,0,3,3,0.0,medium,2025-07-02 15:24:38,False
RandomBot19,8,2,9,0.89,easy,2025-07-02 15:24:39,True
RandomBot9,8,2,10,0.8,hard,2025-07-02 15:24:39,True
RandomBot10,8,2,8,1.0,hard,2025-07-02 15:24:40,True
RandomBot11,9,1,9,1.0,hard,2025-07-02 15:24:40,True
RandomBot18,5,3,8,0.62,medium,2025-07-02 15:24:41,False
RandomBot20,1,3,4,0.25,medium,2025-07-02 15:24:41,False
RandomBot18,9,1,10,0.9,hard,2025-07-02 15:24:42,True
RandomBot6,8,2,10,0.8,medium,2025-07-02 15:24:42,True
RandomBot7,7,3,10,0.7,hard,2025-07-02 15:24:43,True
RandomBot20,7,3,10,0.7,hard,2025-07-02 15:24:43,True
RandomBot16,10,0,9,1.11,easy,2025-07-02 15:24:44,True
RandomBot11,9,1,10,0.9,easy,2025-07-02 15:24:44,True
RandomBot7,7,3,9,0.78,hard,2025-07-02 15:24:45,True
RandomBot12,3,3,6,0.5,medium,2025-07-02 15:24:45,False
RandomBot11,7,3,10,0.7,medium,2025-07-02 15:24:46,True
RandomBot11,6,3,9,0.67,medium,2025-07-02 15:24:46,False
RandomBot13,8,2,9,0.89,hard,2025-07-02 15:24:47,True
RandomBot17,7,3,9,0.78,easy,2025-07-02 15:24:47,True
RandomBot19,3,3,6,0.5,medium,2025-07-02 15:24:48,False
RandomBot11,8,2,9,0.89,easy,2025-07-02 15:24:48,True
RandomBot5,7,3,10,0.7,easy,2025-07-02 15:24:49,True
RandomBot17,9,1,9,1.0,hard,2025-07-02 15:24:49,True
RandomBot3,7,3,8,0.88,hard,2025-07-02 15:24:50,True
RandomBot4,4,3,6,0.67,medium,2025-07-02 15:24:50,False
RandomBot5,8,2,10,0.8,medium,2025-07-02 15:24:51,True
RandomBot1,6,4,9,0.67,hard,2025-07-02 15:24:51,True
RandomBot10,7,3,9,0.78,easy,2025-07-02 15:24:52,True
RandomBot15,7,3,9,0.78,hard,2025-07-02 15:24:52,True
RandomBot18,8,2,10,0.8,medium,2025-07-02 15:24:53,True
RandomBot13,6,4,8,0.75,hard,2025-07-02 15:24:53,True
RandomBot12,5,5,10,0.5,easy,2025-07-02 15:24:54,True
RandomBot18,8,2,9,0.89,hard,2025-07-02 15:24:54,True
RandomBot5,6,4,10,0.6,hard,2025-07-02 15:24:55,True
RandomBot16,2,3,5,0.4,medium,2025-07-02 15:24:55,False
RandomBot4,9,1,9,1.0,hard,2025-07-02 15:24:56,True
RandomBot14,7,3,8,0.88,hard,2025-07-02 15:24:56,True
RandomBot17,8,2,10,0.8,easy,2025-07-02 15:24:57,True
RandomBot5,8,2,8,1.0,easy,2025-07-02 15:24:57,True
RandomBot5,7,3,9,0.78,hard,2025-07-02 15:24:58,True
RandomBot20,7,3,9,0.78,hard,2025-07-02 15:24:58,True
RandomBot17,9,1,10,0.9,easy,2025-07-02 15:24:59,True
RandomBot19,6,4,10,0.6,hard,2025-07-02 15:25:00,True
RandomBot4,9,1,9,1.0,hard,2025-07-02 15:25:00,True
RandomBot14,5,5,10,0.5,easy,2025-07-02 15:25:01,True
RandomBot20,5,5,8,0.62,hard,2025-07-02 15:25:01,True
RandomBot6,8,2,8,1.0,easy,2025-07-02 15:25:02,True
RandomBot13,4,3,7,0.57,medium,2025-07-02 15:25:02,False
RandomBot14,3,7,10,0.3,hard,2025-07-02 15:25:03,True
RandomBot8,7,3,9,0.78,medium,2025-07-02 15:25:03,True
RandomBot17,6,4,10,0.6,hard,2025-07-02 15:25:04,True
RandomBot3,2,3,5,0.4,medium,2025-07-02 15:25:04,False
RandomBot20,5,5,10,0.5,hard,2025-07-02 15:25:05,True
RandomBot2,7,3,10,0.7,hard,2025-07-02 15:25:05,True
RandomBot5,7,3,9,0.78,easy,2025-07-02 15:25:06,True
RandomBot7,9,1,10,0.9,hard,2025-07-02 15:25:06,True
RandomBot20,6,4,9,0.67,easy,2025-07-02 15:25:07,True
RandomBot8,8,2,10,0.8,medium,2025-07-02 15:25:07,True
RandomBot7,8,2,10,0.8,hard,2025-07-02 15:25:08,True
RandomBot13,3,3,6,0.5,medium,2025-07-02 15:25:08,False
RandomBot19,3,3,6,0.5,medium,2025-07-02 15:25:09,False
RandomBot17,5,5,9,0.56,easy,2025-07-02 15:25:09,True
RandomBot7,1,3,4,0.25,medium,2025-07-02 15:25:09,False
RandomBot12,8,2,8,1.0,easy,2025-07-02 15:25:10,True
RandomBot8,9,1,10,0.9,hard,2025-07-02 15:25:10,True
RandomBot9,4,3,7,0.57,medium,2025-07-02 15:25:11,False
RandomBot9,5,5,10,0.5,hard,2025-07-02 15:25:11,True
RandomBot9,5,5,8,0.62,easy,2025-07-02 15:25:12,True
RandomBot6,5,5,9,0.56,easy,2025-07-02 15:25:12,True
RandomBot16,7,3,9,0.78,easy,2025-07-02 15:25:13,True
RandomBot4,7,3,10,0.7,hard,2025-07-02 15:25:13,True
RandomBot20,9,1,7,1.29,hard,2025-07-02 15:25:14,True
RandomBot19,9,1,10,0.9,medium,2025-07-02 15:25:14,True
RandomBot6,10,0,9,1.11,medium,2025-07-02 15:25:15,True
RandomBot5,9,1,9,1.0,hard,2025-07-02 15:25:16,True
RandomBot5,8,2,10,0.8,hard,2025-07-02 15:25:16,True
RandomBot1,9,1,9,1.0,hard,2025-07-02 15:25:17,True
RandomBot12,9,1,9,1.0,medium,2025-07-02 15:25:17,True
RandomBot14,8,2,10,0.8,easy,2025-07-02 15:25:18,True
RandomBot10,9,1,9,1.0,medium,2025-07-02 15:25:18,True
RandomBot6,6,4,9,0.67,easy,2025-07-02 15:25:19,True
RandomBot15,7,3,10,0.7,hard,2025-07-02 15:25:19,True
RandomBot16,2,3,5,0.4,medium,2025-07-02 15:25:20,False
RandomBot2,9,1,8,1.12,hard,2025-07-02 15:25:20,True
RandomBot19,9,1,9,1.0,easy,2025-07-02 15:25:21,True
RandomBot10,3,3,6,0.5,medium,2025-07-02 15:25:21,False
RandomBot16,7,3,10,0.7,hard,2025-07-02 15:25:22,True
RandomBot15,3,3,6,0.5,medium,2025-07-02 15:25:22,False
RandomBot10,6,4,9,0.67,easy,2025-07-02 15:25:22,True
RandomBot16,6,4,9,0.67,easy,2025-07-02 15:25:23,True
RandomBot4,5,3,8,0.62,medium,2025-07-02 15:25:23,False
RandomBot3,4,3,7,0.57,medium,2025-07-02 15:25:24,False
RandomBot15,8,2,10,0.8,hard,2025-07-02 15:25:24,True
RandomBot10,9,1,10,0.9,medium,2025-07-02 15:25:25,True
RandomBot5,6,4,9,0.67,easy,2025-07-02 15:25:25,True
RandomBot4,8,2,9,0.89,hard,2025-07-02 15:25:26,True
RandomBot2,8,2,10,0.8,medium,2025-07-02 15:25:27,True
RandomBot8,5,5,9,0.56,hard,2025-07-02 15:25:27,True
RandomBot8,6,4,9,0.67,easy,2025-07-02 15:25:28,True
RandomBot15,8,2,10,0.8,hard,2025-07-02 15:25:28,True
RandomBot11,4,3,7,0.57,medium,2025-07-02 15:25:29,False
RandomBot14,7,3,8,0.88,easy,2025-07-02 15:25:29,True
RandomBot4,3,3,5,0.6,medium,2025-07-02 15:25:29,False
RandomBot20,2,3,5,0.4,medium,2025-07-02 15:25:30,False
RandomBot9,1,3,4,0.25,medium,2025-07-02 15:25:30,False
RandomBot6,9,1,9,1.0,medium,2025-07-02 15:25:31,True
RandomBot18,6,3,8,0.75,medium,2025-07-02 15:25:31,False
RandomBot17,7,3,9,0.78,easy,2025-07-02 15:25:32,True
RandomBot7,8,2,9,0.89,easy,2025-07-02 15:25:32,True
RandomBot18,3,7,9,0.33,hard,2025-07-02 15:25:33,True
RandomBot11,4,3,7,0.57,medium,2025-07-02 15:25:33,False
RandomBot10,6,4,9,0.67,hard,2025-07-02 15:25:34,True
RandomBot6,7,3,9,0.78,hard,2025-07-02 15:25:34,True
RandomBot15,9,1,9,1.0,hard,2025-07-02 15:25:35,True
RandomBot10,8,2,10,0.8,easy,2025-07-02 15:25:35,True
RandomBot15,9,1,10,0.9,easy,2025-07-02 15:25:36,True
RandomBot6,8,2,10,0.8,easy,2025-07-02 15:25:36,True
RandomBot19,8,2,8,1.0,easy,2025-07-02 15:25:37,True
RandomBot6,5,3,8,0.62,medium,2025-07-02 15:25:37,False
RandomBot1,8,2,10,0.8,medium,2025-07-02 15:25:38,True
RandomBot6,10,0,10,1.0,easy,2025-07-02 15:25:38,True
RandomBot20,3,3,6,0.5,medium,2025-07-02 15:25:39,False
RandomBot15,7,3,9,0.78,hard,2025-07-02 15:25:39,True
RandomBot3,8,2,10,0.8,hard,2025-07-02 15:25:40,True
RandomBot18,6,4,9,0.67,hard,2025-07-02 15:25:40,True
RandomBot20,8,2,8,1.0,medium,2025-07-02 15:25:41,True
RandomBot18,5,3,7,0.71,medium,2025-07-02 15:25:41,False
RandomBot13,8,2,10,0.8,easy,2025-07-02 15:25:42,True
RandomBot1,6,4,9,0.67,easy,2025-07-02 15:25:43,True
RandomBot5,6,4,10,0.6,easy,2025-07-02 15:25:43,True
RandomBot2,8,2,10,0.8,easy,2025-07-02 15:25:44,True
RandomBot8,8,2,7,1.14,medium,2025-07-02 15:25:44,True
RandomBot13,6,4,9,0.67,hard,2025-07-02 15:25:45,True
RandomBot20,7,3,9,0.78,hard,2025-07-02 15:25:45,True
RandomBot2,8,2,9,0.89,easy,2025-07-02 15:25:46,True
RandomBot20,10,0,9,1.11,medium,2025-07-02 15:25:46,True
RandomBot20,2,3,5,0.4,medium,2025-07-02 15:25:47,False
RandomBot2,4,3,7,0.57,medium,2025-07-02 15:25:47,False
RandomBot8,9,1,9,1.0,hard,2025-07-02 15:25:48,True
RandomBot17,8,2,10,0.8,easy,2025-07-02 15:25:48,True
RandomBot16,7,3,8,0.88,medium,2025-07-02 15:25:49,True
RandomBot9,8,2,9,0.89,easy,2025-07-02 15:25:49,True
RandomBot10,5,5,10,0.5,hard,2025-07-02 15:25:50,True
RandomBot19,8,2,10,0.8,medium,2025-07-02 15:25:50,True
RandomBot6,7,3,10,0.7,easy,2025-07-02 15:25:51,True
RandomBot19,7,3,10,0.7,hard,2025-07-02 15:25:52,True
RandomBot6,7,3,9,0.78,easy,2025-07-02 15:25:52,True
RandomBot8,9,1,8,1.12,medium,2025-07-02 15:25:53,True
RandomBot1,10,0,10,1.0,easy,2025-07-02 15:25:53,True
RandomBot13,8,2,9,0.89,medium,2025-07-02 15:25:54,True
RandomBot17,9,1,10,0.9,medium,2025-07-02 15:25:54,True
RandomBot15,3,3,6,0.5,medium,2025-07-02 15:25:55,False
